bank_name,city,item_name,category,quantity,unit,received_date,shelf_life_days,expiration_date,days_left,avg_daily_demand,supply_status
Yolo Food Bank,Woodland,Canned peas,canned,56,cans,2026-02-19,730,2028-02-19,708,109,shortage
San Francisco-Marin Food Bank,San Francisco,Onions,produce,165,lbs,2026-03-10,30,2026-04-09,27,27,surplus
Sacramento Food Bank & Family Services,Sacramento,Frozen berries,protein,193,bags,2026-03-11,365,2027-03-11,363,71,balanced
Yolo Food Bank,Woodland,Almond butter,dry,245,jars,2026-02-24,365,2027-02-24,348,75,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned green beans,canned,168,cans,2026-02-21,730,2028-02-21,710,45,surplus
San Francisco-Marin Food Bank,San Francisco,Oatmeal,dry,70,boxes,2026-03-12,365,2027-03-12,364,38,balanced
Alameda County Community Food Bank,Oakland,Brown rice,dry,340,bags,2026-03-05,365,2027-03-05,357,83,surplus
San Francisco-Marin Food Bank,San Francisco,Broccoli,produce,149,lbs,2026-03-06,7,2026-03-13,0,78,balanced
Yolo Food Bank,Woodland,Canned beans,canned,225,cans,2026-02-19,730,2028-02-19,708,23,surplus
Food Bank of Contra Costa and Solano,Concord,Cereal,dry,384,boxes,2026-03-10,180,2026-09-06,177,43,surplus
Yolo Food Bank,Woodland,Canned beans,canned,317,cans,2026-02-21,730,2028-02-21,710,82,surplus
Food Bank of Contra Costa and Solano,Concord,Frozen berries,protein,161,bags,2026-02-16,365,2027-02-16,340,67,balanced
Food Bank of Contra Costa and Solano,Concord,Bell peppers,produce,182,lbs,2026-02-23,10,2026-03-05,-8,97,balanced
Food Bank of Contra Costa and Solano,Concord,Lettuce,produce,92,heads,2026-03-01,10,2026-03-11,-2,108,shortage
Food Bank of Contra Costa and Solano,Concord,Milk gallons,dairy,27,gallons,2026-03-11,10,2026-03-21,8,77,shortage
Food Bank of Contra Costa and Solano,Concord,Canned tuna,canned,300,cans,2026-03-08,730,2028-03-07,725,37,surplus
Second Harvest of Silicon Valley,San Jose,Lentils,dry,312,bags,2026-03-08,730,2028-03-07,725,98,surplus
Feeding San Diego,San Diego,Oranges,produce,269,lbs,2026-03-09,14,2026-03-23,10,54,surplus
San Francisco-Marin Food Bank,San Francisco,Canned peas,canned,125,cans,2026-02-23,730,2028-02-23,712,119,balanced
Feeding San Diego,San Diego,Onions,produce,60,lbs,2026-03-07,30,2026-04-06,24,54,balanced
Yolo Food Bank,Woodland,Almond butter,dry,331,jars,2026-02-16,365,2027-02-16,340,66,surplus
Feeding San Diego,San Diego,Canned green beans,canned,145,cans,2026-02-21,730,2028-02-21,710,63,balanced
Central California Food Bank,Fresno,Canned corn,canned,144,cans,2026-02-17,730,2028-02-17,706,106,balanced
Food Bank of Contra Costa and Solano,Concord,Pasta,dry,268,boxes,2026-03-05,730,2028-03-04,722,75,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned salmon,canned,148,cans,2026-03-06,730,2028-03-05,723,34,surplus
Food Bank of Contra Costa and Solano,Concord,Carrots fresh,produce,180,lbs,2026-02-23,21,2026-03-16,3,86,balanced
Los Angeles Regional Food Bank,Los Angeles,Canned black beans,canned,57,cans,2026-03-08,730,2028-03-07,725,102,shortage
Food Bank of Contra Costa and Solano,Concord,Canned soup,canned,238,cans,2026-03-05,540,2027-08-27,532,115,balanced
Food Bank of Contra Costa and Solano,Concord,Yogurt cups,dairy,248,cups,2026-02-23,21,2026-03-16,3,92,balanced
Second Harvest Food Bank of Orange County,Irvine,Canned tomatoes,canned,307,cans,2026-02-16,730,2028-02-16,705,59,surplus
Central California Food Bank,Fresno,Canned beans,canned,150,cans,2026-02-27,730,2028-02-27,716,47,surplus
Feeding San Diego,San Diego,Apples,produce,368,lbs,2026-02-25,21,2026-03-18,5,73,surplus
San Francisco-Marin Food Bank,San Francisco,Canned salmon,canned,334,cans,2026-03-04,730,2028-03-03,721,67,surplus
Second Harvest Food Bank of Orange County,Irvine,Canned carrots,canned,390,cans,2026-03-10,730,2028-03-09,727,54,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned beans,canned,324,cans,2026-03-01,730,2028-02-29,718,101,surplus
San Francisco-Marin Food Bank,San Francisco,Avocados,produce,152,units,2026-02-18,7,2026-02-25,-16,110,balanced
Alameda County Community Food Bank,Oakland,Lentils,dry,392,bags,2026-03-05,730,2028-03-04,722,34,surplus
San Francisco-Marin Food Bank,San Francisco,Canned chickpeas,canned,243,cans,2026-03-01,730,2028-02-29,718,48,surplus
Second Harvest of Silicon Valley,San Jose,Canned green beans,canned,164,cans,2026-03-01,730,2028-02-29,718,40,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned corn,canned,163,cans,2026-02-23,730,2028-02-23,712,89,balanced
Yolo Food Bank,Woodland,Canned black beans,canned,315,cans,2026-02-22,730,2028-02-22,711,87,surplus
Sacramento Food Bank & Family Services,Sacramento,Lentils,dry,38,bags,2026-03-03,730,2028-03-02,720,59,shortage
Feeding San Diego,San Diego,Cheese blocks,dairy,334,blocks,2026-03-12,30,2026-04-11,29,47,surplus
Central California Food Bank,Fresno,Brown rice,dry,155,bags,2026-03-06,365,2027-03-06,358,101,balanced
Alameda County Community Food Bank,Oakland,Carrots fresh,produce,182,lbs,2026-03-05,21,2026-03-26,13,69,balanced
Los Angeles Regional Food Bank,Los Angeles,Yogurt cups,dairy,359,cups,2026-02-18,21,2026-03-11,-2,90,surplus
Central California Food Bank,Fresno,Egg cartons,dairy,331,cartons,2026-03-05,21,2026-03-26,13,37,surplus
Los Angeles Regional Food Bank,Los Angeles,Butter,dairy,161,packs,2026-03-08,60,2026-05-07,55,118,balanced
Sacramento Food Bank & Family Services,Sacramento,Cereal,dry,282,boxes,2026-02-23,180,2026-08-22,162,57,surplus
Feeding San Diego,San Diego,Canned salmon,canned,105,cans,2026-03-08,730,2028-03-07,725,34,surplus
Feeding San Diego,San Diego,Peanut butter,dry,226,jars,2026-02-27,365,2027-02-27,351,66,surplus
Second Harvest Food Bank of Orange County,Irvine,Frozen berries,protein,185,bags,2026-02-16,365,2027-02-16,340,117,balanced
Food Bank of Contra Costa and Solano,Concord,Broccoli,produce,251,lbs,2026-03-03,7,2026-03-10,-3,61,surplus
Central California Food Bank,Fresno,Canned soup,canned,75,cans,2026-02-22,540,2027-08-16,521,64,balanced
Alameda County Community Food Bank,Oakland,Rice 5lb bag,dry,81,bags,2026-03-03,730,2028-03-02,720,70,balanced
Alameda County Community Food Bank,Oakland,Canned salmon,canned,116,cans,2026-02-21,730,2028-02-21,710,56,balanced
Alameda County Community Food Bank,Oakland,Canned green beans,canned,155,cans,2026-03-10,730,2028-03-09,727,43,surplus
Los Angeles Regional Food Bank,Los Angeles,Apples,produce,271,lbs,2026-02-27,21,2026-03-20,7,35,surplus
Central California Food Bank,Fresno,Pasta,dry,31,boxes,2026-03-08,730,2028-03-07,725,21,balanced
Food Bank of Contra Costa and Solano,Concord,Butter,dairy,254,packs,2026-02-16,60,2026-04-17,35,92,balanced
Yolo Food Bank,Woodland,Macaroni,dry,41,boxes,2026-02-24,730,2028-02-24,713,117,shortage
Los Angeles Regional Food Bank,Los Angeles,Avocados,produce,168,units,2026-02-19,7,2026-02-26,-15,66,balanced
Central California Food Bank,Fresno,Yogurt cups,dairy,21,cups,2026-02-22,21,2026-03-15,2,116,shortage
Los Angeles Regional Food Bank,Los Angeles,Lettuce,produce,351,heads,2026-03-04,10,2026-03-14,1,103,surplus
Second Harvest Food Bank of Orange County,Irvine,Macaroni,dry,74,boxes,2026-02-23,730,2028-02-23,712,104,shortage
Food Bank of Contra Costa and Solano,Concord,Canned black beans,canned,206,cans,2026-03-02,730,2028-03-01,719,53,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned peas,canned,53,cans,2026-03-03,730,2028-03-02,720,80,shortage
Second Harvest Food Bank of Orange County,Irvine,Canned black beans,canned,183,cans,2026-03-08,730,2028-03-07,725,114,balanced
Feeding San Diego,San Diego,Frozen vegetables mix,protein,242,bags,2026-02-21,365,2027-02-21,345,49,surplus
Yolo Food Bank,Woodland,Oatmeal,dry,352,boxes,2026-03-02,365,2027-03-02,354,110,surplus
San Francisco-Marin Food Bank,San Francisco,Canned peas,canned,226,cans,2026-03-10,730,2028-03-09,727,59,surplus
Sacramento Food Bank & Family Services,Sacramento,Pasta,dry,229,boxes,2026-03-02,730,2028-03-01,719,26,surplus
Second Harvest of Silicon Valley,San Jose,Pasta,dry,308,boxes,2026-03-01,730,2028-02-29,718,113,balanced
Feeding San Diego,San Diego,Canned carrots,canned,55,cans,2026-02-17,730,2028-02-17,706,20,balanced
San Francisco-Marin Food Bank,San Francisco,Pasta,dry,189,boxes,2026-03-02,730,2028-03-01,719,59,surplus
Second Harvest of Silicon Valley,San Jose,Oatmeal,dry,364,boxes,2026-03-10,365,2027-03-10,362,113,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned tomatoes,canned,190,cans,2026-03-01,730,2028-02-29,718,42,surplus
Alameda County Community Food Bank,Oakland,Lentils,dry,204,bags,2026-03-08,730,2028-03-07,725,63,surplus
Yolo Food Bank,Woodland,Almond butter,dry,144,jars,2026-03-06,365,2027-03-06,358,87,balanced
Second Harvest Food Bank of Orange County,Irvine,Avocados,produce,256,units,2026-03-09,7,2026-03-16,3,113,balanced
Central California Food Bank,Fresno,Frozen berries,protein,46,bags,2026-03-07,365,2027-03-07,359,55,shortage
Second Harvest of Silicon Valley,San Jose,Canned green beans,canned,186,cans,2026-03-01,730,2028-02-29,718,31,surplus
Second Harvest of Silicon Valley,San Jose,Peanut butter,dry,71,jars,2026-02-16,365,2027-02-16,340,25,balanced
Food Bank of Contra Costa and Solano,Concord,Canned tuna,canned,150,cans,2026-02-25,730,2028-02-25,714,115,balanced
Feeding San Diego,San Diego,Almond butter,dry,175,jars,2026-03-11,365,2027-03-11,363,90,balanced
Food Bank of Contra Costa and Solano,Concord,Apples,produce,304,lbs,2026-02-22,21,2026-03-15,2,44,surplus
Sacramento Food Bank & Family Services,Sacramento,Frozen vegetables mix,protein,338,bags,2026-02-19,365,2027-02-19,343,47,surplus
San Francisco-Marin Food Bank,San Francisco,Bell peppers,produce,61,lbs,2026-02-23,10,2026-03-05,-8,93,shortage
Sacramento Food Bank & Family Services,Sacramento,Broccoli,produce,115,lbs,2026-03-06,7,2026-03-13,0,117,shortage
Central California Food Bank,Fresno,Potatoes,produce,362,lbs,2026-03-10,30,2026-04-09,27,32,surplus
Second Harvest of Silicon Valley,San Jose,Apples,produce,65,lbs,2026-03-09,21,2026-03-30,17,59,balanced
Feeding San Diego,San Diego,Ground turkey frozen,protein,373,packs,2026-02-18,180,2026-08-17,157,103,surplus
Los Angeles Regional Food Bank,Los Angeles,Cereal,dry,253,boxes,2026-03-13,180,2026-09-09,180,110,balanced
Feeding San Diego,San Diego,Brown rice,dry,138,bags,2026-03-12,365,2027-03-12,364,52,balanced
Second Harvest Food Bank of Orange County,Irvine,Rice 5lb bag,dry,363,bags,2026-02-20,730,2028-02-20,709,91,surplus
Alameda County Community Food Bank,Oakland,Onions,produce,355,lbs,2026-03-06,30,2026-04-05,23,72,surplus
Alameda County Community Food Bank,Oakland,Canned salmon,canned,43,cans,2026-02-17,730,2028-02-17,706,86,shortage
Second Harvest Food Bank of Orange County,Irvine,Almond butter,dry,333,jars,2026-02-17,365,2027-02-17,341,27,surplus
Second Harvest of Silicon Valley,San Jose,Canned chickpeas,canned,370,cans,2026-02-27,730,2028-02-27,716,74,surplus
Central California Food Bank,Fresno,Cereal,dry,280,boxes,2026-03-09,180,2026-09-05,176,62,surplus
Yolo Food Bank,Woodland,Lentils,dry,219,bags,2026-03-02,730,2028-03-01,719,73,balanced
Second Harvest Food Bank of Orange County,Irvine,Canned carrots,canned,397,cans,2026-02-18,730,2028-02-18,707,23,surplus
Yolo Food Bank,Woodland,Yogurt cups,dairy,330,cups,2026-02-27,21,2026-03-20,7,66,surplus
Second Harvest Food Bank of Orange County,Irvine,Butter,dairy,294,packs,2026-02-23,60,2026-04-24,42,74,surplus
Alameda County Community Food Bank,Oakland,Canned beans,canned,116,cans,2026-02-23,730,2028-02-23,712,108,balanced
Alameda County Community Food Bank,Oakland,Pasta,dry,254,boxes,2026-03-12,730,2028-03-11,729,34,surplus
Yolo Food Bank,Woodland,Apples,produce,146,lbs,2026-03-05,21,2026-03-26,13,109,balanced
Food Bank of Contra Costa and Solano,Concord,Ground turkey frozen,protein,340,packs,2026-02-16,180,2026-08-15,155,104,surplus
Central California Food Bank,Fresno,Canned black beans,canned,97,cans,2026-02-21,730,2028-02-21,710,95,balanced
Yolo Food Bank,Woodland,Spinach,produce,199,bags,2026-02-26,7,2026-03-05,-8,52,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned salmon,canned,382,cans,2026-02-21,730,2028-02-21,710,118,surplus
Sacramento Food Bank & Family Services,Sacramento,Butter,dairy,332,packs,2026-03-10,60,2026-05-09,57,108,surplus
Food Bank of Contra Costa and Solano,Concord,Milk gallons,dairy,62,gallons,2026-03-13,10,2026-03-23,10,101,shortage
Second Harvest Food Bank of Orange County,Irvine,Canned tuna,canned,224,cans,2026-02-27,730,2028-02-27,716,75,balanced
Food Bank of Contra Costa and Solano,Concord,Almond butter,dry,292,jars,2026-03-02,365,2027-03-02,354,88,surplus
Alameda County Community Food Bank,Oakland,Milk gallons,dairy,197,gallons,2026-03-11,10,2026-03-21,8,96,balanced
Central California Food Bank,Fresno,Cereal,dry,122,boxes,2026-03-01,180,2026-08-28,168,115,balanced
Second Harvest of Silicon Valley,San Jose,Frozen berries,protein,259,bags,2026-02-24,365,2027-02-24,348,46,surplus
Sacramento Food Bank & Family Services,Sacramento,Carrots fresh,produce,200,lbs,2026-03-05,21,2026-03-26,13,50,surplus
Feeding San Diego,San Diego,Broccoli,produce,383,lbs,2026-02-18,7,2026-02-25,-16,109,surplus
Sacramento Food Bank & Family Services,Sacramento,Tomatoes,produce,189,lbs,2026-03-12,10,2026-03-22,9,93,balanced
San Francisco-Marin Food Bank,San Francisco,Canned salmon,canned,367,cans,2026-02-17,730,2028-02-17,706,71,surplus
Los Angeles Regional Food Bank,Los Angeles,Oranges,produce,241,lbs,2026-03-06,14,2026-03-20,7,39,surplus
Yolo Food Bank,Woodland,Macaroni,dry,314,boxes,2026-02-21,730,2028-02-21,710,76,surplus
San Francisco-Marin Food Bank,San Francisco,Canned peas,canned,319,cans,2026-03-09,730,2028-03-08,726,21,surplus
Second Harvest Food Bank of Orange County,Irvine,Canned green beans,canned,354,cans,2026-03-09,730,2028-03-08,726,62,surplus
Alameda County Community Food Bank,Oakland,Peanut butter,dry,211,jars,2026-02-21,365,2027-02-21,345,71,balanced
San Francisco-Marin Food Bank,San Francisco,Canned corn,canned,52,cans,2026-02-20,730,2028-02-20,709,112,shortage
Central California Food Bank,Fresno,Tomatoes,produce,352,lbs,2026-03-10,10,2026-03-20,7,80,surplus
San Francisco-Marin Food Bank,San Francisco,Lettuce,produce,293,heads,2026-02-25,10,2026-03-07,-6,111,balanced
Second Harvest of Silicon Valley,San Jose,Bell peppers,produce,389,lbs,2026-03-05,10,2026-03-15,2,68,surplus
Feeding San Diego,San Diego,Canned black beans,canned,132,cans,2026-02-20,730,2028-02-20,709,66,balanced
Los Angeles Regional Food Bank,Los Angeles,Canned corn,canned,360,cans,2026-03-10,730,2028-03-09,727,30,surplus
Alameda County Community Food Bank,Oakland,Lentils,dry,268,bags,2026-02-25,730,2028-02-25,714,81,surplus
Second Harvest Food Bank of Orange County,Irvine,Canned tomatoes,canned,353,cans,2026-02-21,730,2028-02-21,710,53,surplus
San Francisco-Marin Food Bank,San Francisco,Canned chickpeas,canned,216,cans,2026-03-02,730,2028-03-01,719,87,balanced
Los Angeles Regional Food Bank,Los Angeles,Brown rice,dry,198,bags,2026-03-06,365,2027-03-06,358,30,surplus
Second Harvest of Silicon Valley,San Jose,Cereal,dry,63,boxes,2026-03-05,180,2026-09-01,172,67,shortage
Second Harvest of Silicon Valley,San Jose,Cereal,dry,125,boxes,2026-02-23,180,2026-08-22,162,82,balanced
Los Angeles Regional Food Bank,Los Angeles,Onions,produce,189,lbs,2026-02-25,30,2026-03-27,14,47,surplus
Second Harvest of Silicon Valley,San Jose,Canned tomatoes,canned,198,cans,2026-03-12,730,2028-03-11,729,40,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned carrots,canned,264,cans,2026-02-16,730,2028-02-16,705,111,balanced
Second Harvest Food Bank of Orange County,Irvine,Milk gallons,dairy,199,gallons,2026-03-01,10,2026-03-11,-2,77,balanced
San Francisco-Marin Food Bank,San Francisco,Potatoes,produce,135,lbs,2026-02-28,30,2026-03-30,17,37,surplus
Second Harvest Food Bank of Orange County,Irvine,Cereal,dry,340,boxes,2026-02-27,180,2026-08-26,166,59,surplus
Second Harvest of Silicon Valley,San Jose,Onions,produce,268,lbs,2026-02-24,30,2026-03-26,13,85,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned corn,canned,246,cans,2026-02-19,730,2028-02-19,708,28,surplus
Second Harvest of Silicon Valley,San Jose,Canned green beans,canned,85,cans,2026-03-13,730,2028-03-12,730,62,balanced
Feeding San Diego,San Diego,Canned carrots,canned,375,cans,2026-03-03,730,2028-03-02,720,76,surplus
Second Harvest Food Bank of Orange County,Irvine,Canned carrots,canned,103,cans,2026-02-17,730,2028-02-17,706,28,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned chickpeas,canned,340,cans,2026-02-25,730,2028-02-25,714,87,surplus
Alameda County Community Food Bank,Oakland,Ground turkey frozen,protein,27,packs,2026-03-11,180,2026-09-07,178,120,shortage
Yolo Food Bank,Woodland,Sugar,dry,229,bags,2026-02-20,730,2028-02-20,709,66,surplus
Feeding San Diego,San Diego,Chicken breast frozen,protein,89,packs,2026-02-27,180,2026-08-26,166,24,surplus
Second Harvest Food Bank of Orange County,Irvine,Oatmeal,dry,72,boxes,2026-03-09,365,2027-03-09,361,50,balanced
San Francisco-Marin Food Bank,San Francisco,Canned chickpeas,canned,75,cans,2026-03-04,730,2028-03-03,721,112,shortage
Food Bank of Contra Costa and Solano,Concord,Spaghetti,dry,364,boxes,2026-03-04,730,2028-03-03,721,53,surplus
Second Harvest Food Bank of Orange County,Irvine,Canned peas,canned,217,cans,2026-02-23,730,2028-02-23,712,104,balanced
San Francisco-Marin Food Bank,San Francisco,Canned peas,canned,157,cans,2026-02-22,730,2028-02-22,711,58,balanced
Second Harvest of Silicon Valley,San Jose,Brown rice,dry,32,bags,2026-03-01,365,2027-03-01,353,107,shortage
Los Angeles Regional Food Bank,Los Angeles,Almond butter,dry,12,jars,2026-02-23,365,2027-02-23,347,23,shortage
Second Harvest Food Bank of Orange County,Irvine,Lentils,dry,23,bags,2026-03-07,730,2028-03-06,724,88,shortage
Alameda County Community Food Bank,Oakland,Brown rice,dry,359,bags,2026-03-08,365,2027-03-08,360,76,surplus
Second Harvest Food Bank of Orange County,Irvine,Canned tomatoes,canned,185,cans,2026-02-28,730,2028-02-28,717,32,surplus
Second Harvest of Silicon Valley,San Jose,Frozen vegetables mix,protein,346,bags,2026-02-17,365,2027-02-17,341,22,surplus
Feeding San Diego,San Diego,Yogurt cups,dairy,350,cups,2026-03-05,21,2026-03-26,13,27,surplus
San Francisco-Marin Food Bank,San Francisco,Flour,dry,175,bags,2026-02-26,365,2027-02-26,350,76,balanced
Yolo Food Bank,Woodland,Egg cartons,dairy,29,cartons,2026-03-02,21,2026-03-23,10,43,shortage
Second Harvest of Silicon Valley,San Jose,Canned tomatoes,canned,154,cans,2026-03-11,730,2028-03-10,728,37,surplus
Food Bank of Contra Costa and Solano,Concord,Egg cartons,dairy,17,cartons,2026-03-03,21,2026-03-24,11,28,shortage
Feeding San Diego,San Diego,Frozen berries,protein,381,bags,2026-02-26,365,2027-02-26,350,75,surplus
Second Harvest of Silicon Valley,San Jose,Canned beans,canned,81,cans,2026-02-21,730,2028-02-21,710,63,balanced
Central California Food Bank,Fresno,Egg cartons,dairy,313,cartons,2026-02-20,21,2026-03-13,0,75,surplus
Second Harvest Food Bank of Orange County,Irvine,Frozen vegetables mix,protein,270,bags,2026-03-13,365,2027-03-13,365,21,surplus
Feeding San Diego,San Diego,Chicken breast frozen,protein,26,packs,2026-02-21,180,2026-08-20,160,97,shortage
